name,github_slug,main_repo,homepage,language,domains,loc_estimate,fuzzing_engines,sanitizers,fuzz_target_count,has_dockerfile,has_asan,has_coverage,build_system,quality_score,apt_packages,nvd_cve_count,nvd_mean_cvss,nvd_cwes,github_stars
casync,systemd/casync,https://github.com/systemd/casync,https://github.com/casync/casync,c++,crypto | compression | networking | system,29552,afl | honggfuzz | libfuzzer,address | undefined,0,Yes,Yes,No,,2,python3-pip | pkg-config | liblzma-dev | libzstd-dev | libcurl4-openssl-dev | libssl-dev | libudev-dev | zlib1g-dev | libacl1-dev | libfuse-dev | rsync | udev,0,,,1576
cbor-java,,https://android.googlesource.com/platform/external/cbor-java/+/refs/heads/master,https://android.googlesource.com/platform/external/cbor-java/+/refs/heads/master,jvm,data-parsing,,libfuzzer,address,1,Yes,Yes,No,maven/gradle,2,make | autoconf | automake | libtool,0,,,
cctz,google/cctz,https://github.com/google/cctz,https://github.com/google/cctz,c++,uncategorized,8577,afl | honggfuzz | libfuzzer,,1,Yes,No,No,cmake,1,make | autoconf | libgtest-dev | libgmock-dev,0,,,645
cel-cpp,google/cel-cpp,https://github.com/google/cel-cpp,https://cel.dev,c++,uncategorized,183075,honggfuzz | libfuzzer,address,0,Yes,Yes,Yes,,2,python3 | openjdk-11-jdk,0,,,223
cel-go,google/cel-go,https://github.com/google/cel-go,https://opensource.google/projects/cel,go,data-parsing | compression,65917,libfuzzer,address,1,Yes,Yes,No,go,2,protobuf-compiler | libprotobuf-dev | binutils | cmake | ninja-build | liblzma-dev | libz-dev | pkg-config | autoconf | libtool,0,,,2907
cffi,,https://foss.heptapod.net/pypy/cffi,https://foss.heptapod.net/pypy/cffi,python,uncategorized,,libfuzzer,address,0,Yes,Yes,No,,2,libffi-dev | mercurial,0,,,
cglib,cglib/cglib,https://github.com/cglib/cglib,https://github.com/cglib/cglib/wiki,jvm,uncategorized,16946,libfuzzer,address,0,Yes,Yes,No,maven/gradle,2,,0,,,4895
chardet,erikrose/chardet,https://github.com/erikrose/chardet,https://github.com/erikrose/chardet,python,uncategorized,7847,libfuzzer,address | undefined,0,Yes,Yes,No,,2,,0,,,2495
charset_normalizer,jawah/charset_normalizer,https://github.com/jawah/charset_normalizer,https://github.com/jawah/charset_normalizer,python,uncategorized,4049,libfuzzer,address,0,Yes,Yes,No,,2,make | autoconf | automake | libtool,0,,,753
checker-framework,typetools/checker-framework,git@github.com:typetools/checker-framework.git,https://github.com/typetools/checker-framework,jvm,uncategorized,283275,libfuzzer,address,3,Yes,Yes,No,maven/gradle,2,openjdk-17-jdk,0,,,1133
cifuzz-example,jonathanmetzman/cifuzz-example,https://github.com/jonathanmetzman/cifuzz-example.git,,c++,testing-infra,145,afl | honggfuzz | libfuzzer,address,0,Yes,Yes,No,make,2,,0,,,2
cirq,quantumlib/Cirq,https://github.com/quantumlib/Cirq.git,https://github.com/quantumlib/Cirq,python,uncategorized,238789,libfuzzer,address | undefined,0,Yes,Yes,No,,2,,0,,,4894
closure-library,google/closure-library,https://github.com/google/closure-library,https://developers.google.com/closure/library/,javascript,web-runtime | blockchain,545691,libfuzzer,none,0,Yes,No,No,,1,,0,,,4899
cloud-custodian,cloud-custodian/cloud-custodian,https://github.com/cloud-custodian/cloud-custodian,https://github.com/cloud-custodian/cloud-custodian,python,crypto,204996,libfuzzer,address | undefined,0,Yes,Yes,No,pip,2,build-essential | libssl-dev | libffi-dev | pkg-config | python3-dev | cargo,0,,,5946
cloud-hypervisor,cloud-hypervisor/cloud-hypervisor,https://github.com/cloud-hypervisor/cloud-hypervisor,https://github.com/cloud-hypervisor/cloud-hypervisor,rust,system | cloud-infra,101674,libfuzzer,address,0,Yes,Yes,No,cargo,2,,0,,,5394
cockroachdb,cockroachdb/cockroach,https://github.com/cockroachdb/cockroach.git,https://www.cockroachlabs.com/,go,database,2277572,libfuzzer,address,0,Yes,Yes,No,,2,make | autoconf | automake | libtool,0,,,31988
config-validator,GoogleCloudPlatform/config-validator,https://github.com/GoogleCloudPlatform/config-validator/,https://github.com/GoogleCloudPlatform/config-validator/,go,cloud-infra,4889,libfuzzer,address,5,Yes,Yes,No,,2,,0,,,49
configparser,jaraco/configparser,https://github.com/jaraco/configparser/,https://github.com/jaraco/configparser/,python,uncategorized,3644,libfuzzer,address,0,Yes,Yes,No,pip,2,,0,,,63
coveragepy,nedbat/coveragepy,https://github.com/nedbat/coveragepy,https://github.com/nedbat/coveragepy/,python,uncategorized,47241,libfuzzer,address | undefined,0,Yes,Yes,No,,2,make | autoconf | automake | libtool,0,,,3335
cppitertools,ryanhaining/cppitertools,https://github.com/ryanhaining/cppitertools,https://github.com/ryanhaining/cppitertools,c++,uncategorized,7511,,,1,Yes,No,No,,1,make | autoconf | automake | libtool,0,,,1429
cpuinfo,pytorch/cpuinfo,https://github.com/pytorch/cpuinfo,https://github.com/pytorch/cpuinfo,c,system,149842,,,1,Yes,No,No,cmake,1,make | autoconf | automake | libtool,0,,,1158
cpython3,python/cpython,https://github.com/python/cpython,https://python.org/,c++,crypto | compression | database | language-runtime,1348077,afl | honggfuzz | libfuzzer,address | memory | undefined,5,Yes,Yes,Yes,make,3,build-essential | libncursesw5-dev | libreadline-dev | libssl-dev | libgdbm-dev | libc6-dev | libsqlite3-dev | tk-dev | libbz2-dev | zlib1g-dev | libffi-dev,0,,,72024
croaring,RoaringBitmap/CRoaring,https://github.com/RoaringBitmap/CRoaring,https://roaringbitmap.org,c,uncategorized,47738,libfuzzer,address | undefined | memory,0,Yes,Yes,No,,2,make,0,,,1796
croniter,kiorky/croniter,https://github.com/kiorky/croniter,https://github.com/kiorky/croniter,python,uncategorized,4126,libfuzzer,address,0,Yes,Yes,No,,2,,0,,,522
crosvm,,https://chromium.googlesource.com/crosvm/crosvm,http://crosvm.dev,rust,system | virtualization,,libfuzzer,address,0,Yes,Yes,No,cargo,2,libclang-dev | pkg-config | libcap-dev,0,,,
cryptofuzz,guidovranken/cryptofuzz,https://github.com/guidovranken/cryptofuzz,https://github.com/guidovranken/cryptofuzz,c++,crypto | compression | database,,afl | honggfuzz | libfuzzer,address | undefined | memory,15,Yes,Yes,Yes,cmake,3,software-properties-common | make | autoconf | automake | libtool | build-essential | cmake | mercurial | gyp | ninja-build | zlib1g-dev | libsqlite3-dev | bison | flex | texinfo | lzip | bsdmainutils | libssl-dev,0,,,
cssselect,scrapy/cssselect,https://github.com/scrapy/cssselect,https://github.com/scrapy/cssselect,python,uncategorized,2831,libfuzzer,address,0,Yes,Yes,No,,2,,0,,,310
cura-engine,Ultimaker/CuraEngine,https://github.com/Ultimaker/CuraEngine.git,https://github.com/Ultimaker/CuraEngine,c++,uncategorized,83329,afl | honggfuzz | libfuzzer,address | undefined,0,No,Yes,No,,0,,0,,,1810
curvesapi,virtuald/curvesapi,https://github.com/virtuald/curvesapi,https://github.com/virtuald/curvesapi,jvm,uncategorized,7185,libfuzzer,address,4,Yes,Yes,No,maven/gradle,2,,0,,,32
cxxopts,jarro2783/cxxopts,https://github.com/jarro2783/cxxopts,https://github.com/jarro2783/cxxopts,c++,uncategorized,16949,afl | honggfuzz | libfuzzer,,0,Yes,No,No,,1,python3,0,,,4719
data-encoding,ia0/data-encoding,https://github.com/ia0/data-encoding.git,https://github.com/ia0/data-encoding,rust,uncategorized,9573,libfuzzer,address,0,Yes,Yes,No,cargo,2,make | autoconf | automake | libtool | cmake | python,0,,,201
dateparser,scrapinghub/dateparser,https://github.com/scrapinghub/dateparser.git,https://dateparser.readthedocs.io/en/latest/,python,uncategorized,36279,libfuzzer,address,0,Yes,Yes,No,,2,,0,,,2795
defusedxml,tiran/defusedxml,https://github.com/tiran/defusedxml,https://github.com/tiran/defusedxml,python,uncategorized,1439,libfuzzer,address | undefined,0,Yes,Yes,No,,2,,0,,,538
demangle,ianlancetaylor/demangle,https://github.com/ianlancetaylor/demangle,https://github.com/ianlancetaylor/demangle,go,system | web-runtime,6798,libfuzzer,address,0,Yes,Yes,No,,2,,0,,,185
distlib,pypa/distlib,https://github.com/pypa/distlib,https://github.com/pypa/distlib,python,uncategorized,30748,libfuzzer,address | undefined,0,Yes,Yes,No,,2,,0,,,60
dlplibs,,,https://www.documentliberation.org,c++,uncategorized,,afl | honggfuzz | libfuzzer,address | undefined,0,Yes,Yes,No,make,2,xz-utils | autoconf | automake | libtool | pkg-config | gperf | libglm-dev | patch,0,,,
dng_sdk,,https://android.googlesource.com/platform/external/dng_sdk/,https://android.googlesource.com/platform/external/dng_sdk/,c++,image-parsing | compression,,afl | honggfuzz | libfuzzer,,10,Yes,No,No,,1,cmake | libjpeg-turbo8-dev | zlib1g-dev | libxmp-dev,0,,,
docker-client,spotify/docker-client,https://github.com/spotify/docker-client,https://github.com/spotify/docker-client,jvm,uncategorized,24952,libfuzzer,address,2,Yes,Yes,No,maven/gradle,2,,0,,,1434
docutils,jwilk-mirrors/docutils,https://github.com/jwilk-mirrors/docutils,https://github.com/jwilk-mirrors/docutils,python,uncategorized,112610,libfuzzer,address | undefined,0,Yes,Yes,No,pip,2,,0,,,3
double-conversion,google/double-conversion,https://github.com/google/double-conversion.git,https://github.com/google/double-conversion,c++,uncategorized,413703,,address | memory | undefined,0,Yes,Yes,No,cmake,2,cmake | ninja-build,0,,,1182
dpp,brainboxdotcc/DPP,https://github.com/brainboxdotcc/DPP.git,https://github.com/brainboxdotcc/DPP,c++,uncategorized,133762,,address | memory | undefined,0,No,Yes,No,,0,,0,,,1333
easywsclient,dhbaird/easywsclient,https://github.com/dhbaird/easywsclient,https://github.com/dhbaird/easywsclient,c++,uncategorized,760,afl | honggfuzz | libfuzzer,address | undefined,0,Yes,Yes,No,,2,make | autoconf | automake | libtool,0,,,801
ecc-diff-fuzzer,catenacyber/elliptic-curve-differential-fuzzer,https://github.com/catenacyber/elliptic-curve-differential-fuzzer,https://github.com/catenacyber/elliptic-curve-differential-fuzzer,c++,uncategorized,1389,afl | honggfuzz | libfuzzer,,3,Yes,No,No,cmake,1,make | cmake | bzip2 | autoconf | automake | gettext | libtool | python | nodejs,0,,,24
eclipse-equinox,eclipse-equinox/equinox,https://github.com/eclipse-equinox/equinox,https://github.com/eclipse-equinox/equinox,jvm,uncategorized,293728,libfuzzer,address,0,Yes,Yes,No,maven/gradle,2,xmlstarlet | openjdk-8-jdk-headless | openjdk-11-jdk-headless | openjdk-17-jdk-headless,0,,,56
esp-v2,GoogleCloudPlatform/esp-v2,https://github.com/GoogleCloudPlatform/esp-v2.git,https://github.com/GoogleCloudPlatform/esp-v2,c++,uncategorized,66715,afl | honggfuzz | libfuzzer,undefined | address,0,Yes,Yes,Yes,make,2,,0,,,301
et-xmlfile,biydnd/et_xmlfile,https://github.com/biydnd/et_xmlfile,https://github.com/biydnd/et_xmlfile,python,data-parsing | compression,558,libfuzzer,address | undefined,0,Yes,Yes,No,pip,2,make | autoconf | automake | libtool | libxml2-dev | libxslt-dev | zlib1g-dev,0,,,0
evo-inflector,atteo/evo-inflector,https://github.com/atteo/evo-inflector,https://github.com/atteo/evo-inflector,jvm,uncategorized,644,libfuzzer,address,1,Yes,Yes,No,maven/gradle,2,,0,,,345
exp4j,fasseg/exp4j,https://github.com/fasseg/exp4j,https://github.com/fasseg/exp4j,jvm,uncategorized,4787,libfuzzer,address,1,Yes,Yes,No,maven/gradle,2,,0,,,533
exprtk,ArashPartow/exprtk,https://github.com/ArashPartow/exprtk.git,https://www.partow.net/programming/exprtk/index.html,c++,uncategorized,49439,libfuzzer | afl | honggfuzz,address | undefined | memory,1,Yes,Yes,No,,2,make | autoconf | automake | libtool,0,,,944
fast_float,fastfloat/fast_float,https://github.com/fastfloat/fast_float.git,https://github.com/fastfloat/fast_float,c++,uncategorized,10084,afl | honggfuzz | libfuzzer,,0,Yes,No,No,,1,,0,,,2028
fastcsv,osiegmar/FastCSV,https://github.com/osiegmar/FastCSV.git,https://github.com/osiegmar/FastCSV,jvm,uncategorized,9200,libfuzzer,address,2,Yes,Yes,No,,2,openjdk-17-jdk,0,,,667
fasthttp,valyala/fasthttp,https://github.com/valyala/fasthttp,https://github.com/valyala/fasthttp,go,networking,27305,libfuzzer,address,0,Yes,Yes,No,,2,,0,,,23296
fastjson2,alibaba/fastjson2,https://github.com/alibaba/fastjson2,https://github.com/alibaba/fastjson2,jvm,uncategorized,383577,libfuzzer,address,1,Yes,Yes,No,maven/gradle,2,maven,0,,,4282
ffms2,FFMS/ffms2,https://github.com/FFMS/ffms2,https://github.com/FFMS/ffms2,c++,media-codec | compression,10795,libfuzzer | honggfuzz,address | undefined,1,Yes,Yes,No,make,2,python-is-python3 | build-essential | autoconf | automake | libtool | zlib1g-dev | pkg-config | libavformat-dev | libswscale-dev,0,,,643
fftw3,fftw/fftw3,https://github.com/fftw/fftw3.git,http://fftw.org/,c++,uncategorized,41444,,,0,Yes,No,No,make,1,build-essential | ocaml | ocamlbuild | texinfo | autoconf | automake | indent | libtool | libnum-ocaml-dev | fig2dev,0,,,3040
filesystem_spec,fsspec/filesystem_spec,https://github.com/fsspec/filesystem_spec,https://github.com/fsspec/filesystem_spec,python,uncategorized,24764,libfuzzer,address | undefined,0,Yes,Yes,No,,2,,0,,,1290
fips203,integritychain/fips203,https://github.com/integritychain/fips203,https://crates.io/crates/fips203,rust,crypto,4080,libfuzzer,address,1,Yes,Yes,No,cargo,2,make | autoconf | automake | libtool,0,,,30
flask-jwt-extended,vimalloc/flask-jwt-extended,https://github.com/vimalloc/flask-jwt-extended,https://github.com/vimalloc/flask-jwt-extended,python,web-framework,4190,libfuzzer,address | undefined,0,Yes,Yes,No,,2,,0,,,1589
flask-wtf,wtforms/flask-wtf,https://github.com/wtforms/flask-wtf/,https://github.com/wtforms/flask-wtf/,python,web-framework,1143,libfuzzer,address | undefined,0,Yes,Yes,No,,2,,0,,,1508
flate2-rs,rust-lang/flate2-rs,https://github.com/rust-lang/flate2-rs,https://github.com/rust-lang/flate2-rs,rust,compression,5487,libfuzzer,address,1,Yes,Yes,No,cargo,2,,0,,,1086
fluxcd,fluxcd/flux2,https://github.com/fluxcd/flux2,https://fluxcd.io/,go,uncategorized,25118,libfuzzer,address,0,Yes,Yes,No,,2,,0,,,7958
flyway,flyway/flyway,https://github.com/flyway/flyway,https://github.com/flyway/flyway,jvm,uncategorized,66920,libfuzzer,address,4,Yes,Yes,No,maven/gradle,2,,0,,,9600
fontations,googlefonts/fontations,https://github.com/googlefonts/fontations,https://github.com/googlefonts/fontations,rust,font-rendering,170231,libfuzzer,address,0,Yes,Yes,No,cargo,2,,0,,,733
freetype2,freetype/freetype2-testing,https://github.com/freetype/freetype2-testing.git,https://www.freetype.org/,c++,font-rendering,7235,afl | honggfuzz | libfuzzer,address | undefined | memory,0,Yes,Yes,No,cmake,2,autoconf | cmake | libtool | pkg-config | make | ninja-build,0,,,14
ftfy,rspeer/python-ftfy,https://github.com/rspeer/python-ftfy,https://github.com/rspeer/python-ftfy,python,uncategorized,4515,libfuzzer,address | undefined,0,Yes,Yes,No,pip,2,,0,,,4016
fuzzing-puzzles,google/fuzzer-test-suite,https://github.com/google/fuzzer-test-suite,https://github.com/google/fuzzer-test-suite,c++,uncategorized,161147,honggfuzz,address,1,Yes,Yes,No,,2,make | autoconf | automake | libtool,0,,,1468
fuzztest-example,google/fuzztest,https://github.com/google/fuzztest,https://github.com/google/fuzztest,c++,uncategorized,79602,libfuzzer,,0,Yes,No,No,,1,,0,,,980
fuzztest-raksha,google/fuzztest,https://github.com/google/fuzztest,https://github.com/google/fuzztest,c++,compression | database,79602,libfuzzer,,0,Yes,No,No,,1,make | autoconf | automake | libtool | default-jdk | bison | build-essential | doxygen | flex | libffi-dev | libncurses5-dev | libsqlite3-dev | mcpp | sqlite | uuid-runtime | zlib1g-dev,0,,,980
fuzzywuzzy,xdrop/fuzzywuzzy,https://github.com/xdrop/fuzzywuzzy,https://github.com/xdrop/fuzzywuzzy,jvm,uncategorized,1885,libfuzzer,address,3,Yes,Yes,No,maven/gradle,2,,0,,,866
g-api-auth-httplib2,googleapis/google-auth-library-python-httplib2,https://github.com/googleapis/google-auth-library-python-httplib2/,https://github.com/googleapis/google-auth-library-python-httplib2,python,networking,1,libfuzzer,address | undefined,0,Yes,Yes,No,,2,make | autoconf | automake | libtool,0,,,45
g-api-auth-library-python,googleapis/google-auth-library-python,https://github.com/googleapis/google-auth-library-python,https://github.com/googleapis/google-auth-library-python,python,blockchain,46627,libfuzzer,address | undefined,0,Yes,Yes,No,,2,,0,,,874
g-api-pubsub,googleapis/python-pubsub,https://github.com/googleapis/python-pubsub,https://github.com/googleapis/python-pubsub,python,uncategorized,75923,libfuzzer,address | undefined,0,Yes,Yes,No,,2,,0,,,429
g-api-py-api-common-protos,googleapis/python-api-common-protos,https://github.com/googleapis/python-api-common-protos,https://github.com/googleapis/python-api-common-protos,python,compression,1,libfuzzer,address,0,Yes,Yes,No,cmake,2,make | autoconf | automake | libtool | zlib1g-dev | pkg-config,0,,,20
g-api-py-oauthlib,googleapis/google-auth-library-python-oauthlib,https://github.com/googleapis/google-auth-library-python-oauthlib,https://github.com/googleapis/google-auth-library-python-oauthlib,python,uncategorized,1,libfuzzer,address | undefined,0,Yes,Yes,No,,2,make | autoconf | automake | libtool,0,,,217
g-api-python-bigquery-storage,googleapis/python-bigquery-storage,https://github.com/googleapis/python-bigquery-storage,https://github.com/googleapis/python-bigquery-storage,python,uncategorized,1,libfuzzer,address | undefined,0,Yes,Yes,No,,2,,0,,,120
g-api-python-client,googleapis/google-api-python-client,https://github.com/googleapis/google-api-python-client,https://github.com/googleapis/google-api-python-client,python,uncategorized,11654,libfuzzer,address | undefined,0,Yes,Yes,No,,2,,0,,,8749
g-api-python-cloud-core,googleapis/python-cloud-core,https://github.com/googleapis/python-cloud-core,https://github.com/googleapis/python-cloud-core,python,uncategorized,1,libfuzzer,address | undefined,0,Yes,Yes,No,,2,,0,,,34
g-api-python-firestore,googleapis/python-firestore,https://github.com/googleapis/python-firestore,https://github.com/googleapis/python-firestore,python,uncategorized,1,libfuzzer,address | undefined,0,Yes,Yes,No,,2,,0,,,245
g-api-python-tasks,googleapis/google-cloud-python,https://github.com/googleapis/google-cloud-python,https://github.com/googleapis/google-cloud-python/tree/main/packages/google-cloud-tasks,python,crypto | compression,17821085,libfuzzer,address | undefined,0,Yes,Yes,No,pip,2,libre2-dev | zlib1g-dev | libssl-dev,0,,,5238
g-api-resource-manager,googleapis/google-cloud-python,https://github.com/googleapis/google-cloud-python,https://github.com/googleapis/google-cloud-python/tree/main/packages/google-cloud-resource-manager,python,crypto | compression,17821085,libfuzzer,address | undefined,0,Yes,Yes,No,pip,2,libre2-dev | zlib1g-dev | libssl-dev,0,,,5238
g-api-resumable-media-python,googleapis/google-resumable-media-python,https://github.com/googleapis/google-resumable-media-python,https://github.com/googleapis/google-resumable-media-python,python,uncategorized,17116,libfuzzer,address | undefined,0,Yes,Yes,No,,2,,0,,,45
g-api-secret-manager,googleapis/python-secret-manager,https://github.com/googleapis/python-secret-manager,https://github.com/googleapis/python-secret-manager,python,uncategorized,1,libfuzzer,address | undefined,0,Yes,Yes,No,pip,2,make | autoconf | automake | libtool,0,,,73
